ABBOTT Tony,02/02/2012,Canberra,Sydney,$394.09,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,01/02/2012,Sydney,Canberra,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,31/01/2012,Canberra,Sydney,$628.61,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,30/01/2012,Melbourne,Canberra,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,29/01/2012,Sydney,Melbourne,$771.11,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,27/01/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,26/01/2012,Sydney,Canberra,"$1,258.42",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,26/01/2012,Canberra,Melbourne,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,21/01/2012,Adelaide,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,19/01/2012,Sydney,Adelaide,"$1,438.82",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,07/01/2012,Melbourne,Sydney,-,http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
ABBOTT Tony,06/01/2012,Sydney,Melbourne,"$1,095.24",http://www.finance.gov.au/publications/parliamentarians-reporting/docs/T30/ABBOTT_Tony.pdf
